,title,location,salary,Experience,date
160,Senior Web Developer,"Fort Meade, MD",165500,11,5/3/19
67,MS SQL Developer,"Herndon, VA•Remote",76215.5,8,2/18/18
320,Senior Electrical Engineer,"Washington, DC",85000,5,7/10/17
2355,Data Analyst - Media,"Louisville, KY",54000,11,7/11/19
1234,Cloud Devops Engineer,"Scottsdale, AZ",152500,4,8/27/18
894,Policy Analyst,"Washington, DC",86750.5,4,8/31/18
2352,Data Analyst,"Louisville, KY",54000,7,9/12/19
736,Software Engineer (Cybersecurity),"Alexandria, VA 22302 (Fairlington-Bradlee area)•Remote",130000,9,8/17/17
121,Java Developer (Senior),"Arlington, VA+2 locations",145600,11,7/13/17
706,Software Engineer (Cybersecurity),"Alexandria, VA 22302 (Fairlington-Bradlee area)•Remote",130000,11,7/29/17
356,Senior DevOPs Engineer - AWS - Terraform,"Washington, DC",147500,10,8/31/19
148,Software Engineer (Java Developer),"Arlington, VA+2 locations",145600,9,3/7/18
760,Software Engineer (Cybersecurity),"Alexandria, VA 22302 (Fairlington-Bradlee area)•Remote",130000,7,7/7/19
346,Senior DevOPs Engineer - AWS - Terraform,"Washington, DC",147500,10,12/1/18
172,Sr. Software Developer,"Washington, DC",125000,10,2/24/19
755,Software Engineer (Cybersecurity),"Alexandria, VA 22302 (Fairlington-Bradlee area)•Remote",130000,6,3/1/17
744,Software Engineer (Cybersecurity),"Alexandria, VA 22302 (Fairlington-Bradlee area)•Remote",130000,7,10/1/19
2335,Data Analyst,"Portland, OR",112000,4,4/29/19
245,Web Developer,"Lanham, MD",85000,4,10/31/18
238,Web Developer,"Lanham, MD",85000,3,3/1/18
2038,Data Analyst,"Santa Clara, CA",98000,3,4/27/18
145,Software Engineer (SIEM Experience) – Elastic Engineer (Secr...,"Washington, DC•Temporarily Remote",152500,8,1/22/18
97,UI UX Developer,"Annapolis Junction, MD",155000,7,3/7/20
108,UI UX Developer,"Annapolis Junction, MD",155000,5,3/27/17
104,UI UX Developer,"Annapolis Junction, MD",155000,3,11/6/17
1321,Data Analyst,"Phoenix, AZ",53000,7,2/10/19
3132,Data Analyst,"Phoenix, AZ",53000,6,11/12/20
3326,Software Development Engineer I,"Arlington, TX",92500,8,1/2/20
1787,Data Analyst,"Philadelphia, PA",59500,6,6/25/20
3243,Senior Analyst,"Los Angeles, CA",92500,8,3/9/18
1449,Senior Analyst,"Los Angeles, CA",92500,10,3/8/18
2356,Data Analyst,"Louisville, KY",54000,6,8/6/20
374,Cloud Software Engineer Level 3,"Fort Meade, MD",205000,5,10/7/19
175,"Senior Software Engineer (C#/.NET) - REMOTE, SaaS Company!","Washington, DC 20005 (Logan Circle area)•Remote",160000,7,2/29/20
2784,Data Analyst,"New York, NY",98500,11,12/7/17
2330,Data Analyst,"Beaverton, OR",112000,5,8/5/19
1690,Data Analyst (Navy) - Mid and Junior Level,"Portsmouth, VA",80500,10,3/25/20
1618,Data Analyst,"New York, NY",59500,3,11/1/18
1020,SYSTEMS ANALYST III - 21-146-70-DV,"Largo, MD 20774",80760.5,7,5/3/19
841,SYSTEMS ANALYST III - 21-146-70-DV,"Largo, MD 20774+1 location",80760.5,11,8/9/19
1562,Data Analyst,"Huntersville, NC",54000,4,10/26/19
2899,Data Analyst,"Washington, DC",61500,4,9/10/20
1956,Data Analyst,"South San Francisco, CA",126000,11,4/27/20
1231,Cloud Software Engineer,"Houston, TX",83500,9,11/29/20
1392,Data Analyst,"San Jose, CA",98000,11,6/19/18
3192,Data Analyst,"San Jose, CA",98000,6,10/23/17
130,Senior Software Engineering - Fullstack (Remote),"Washington, DC 20006 (Downtown area)+4 locations•Remote",134000,5,6/21/18
6,ServiceNow Developer,"Herndon, VA 20170•Remote",69300,5,4/19/19
185,Systems Engineer,"Silver Spring, MD 20904+1 location",122720,11,4/30/19
206,Systems Engineer,"Silver Spring, MD 20904+1 location",122720,7,12/7/17
658,System Engineer Linux,"Washington, DC•Remote",95000,6,12/20/18
188,Systems Engineer,"Silver Spring, MD 20904+1 location",122720,9,5/29/19
1992,Data Analyst - Revenue Assurance,"Bellevue, WA",51000,10,12/29/19
2104,Data Analyst,"Denver, CO",62000,6,5/30/18
2199,Data Analyst,"Washington, DC",62500,8,7/10/20
1904,Data Analyst,"Charlotte, NC",68000,10,8/23/17
2244,Data Analyst - Senior Consultant,"Washington, DC",63500,8,9/1/18
2811,"Data Analyst - Health, Senior","Woodland Hills, CA",80000,3,9/1/19
305,AWS Cloud Engineer,"Washington, DC 20003 (Navy Yard area)+2 locations",137500,5,2/11/17
403,Cloud Support Engineer,"Arlington, VA",137500,4,5/31/17
312,Cloud Engineer,"Washington, DC•Remote",155000,8,5/30/18
1621,Data Analyst,"Fort Lee, NJ",59500,3,1/16/19
2576,"*Data Analyst, VP","Tampa, FL",87500,5,2/26/17
1500,Data Analyst,"San Diego, CA",68000,9,9/12/19
1533,Senior Analyst - Automation / RPA Designer,"Jacksonville, FL",89500,7,3/4/19
323,DevOps Engineer,"Washington, DC+11 locations",150800,9,10/24/18
688,Data Scientist (Advanced Analytics),"Washington, DC",117115,9,4/22/19
143,Sr. Software Developer,"Chevy Chase, MD 20815•Remote",145000,10,8/6/20
207,Sr. Software Developer,"Chevy Chase, MD 20815•Remote",145000,7,10/31/19
404,Lead DevOps Software Engineer (Kafka),"Washington, DC+3 locations",150800,9,11/7/18
648,DevOps Engineer,"Washington, DC+3 locations",150800,7,5/9/17
407,DevOps Software Engineer,"Reston, VA 20191 (Hattontown area)+3 locations",150800,10,3/15/20
689,Data Scientist (Advanced Analytics),"Washington, DC",117115,3,9/21/17
685,DevOps Software Engineer,"Reston, VA 20191 (Hattontown area)+3 locations",150800,6,6/6/19
1524,Senior Analyst,"Austin, TX",64000,5,10/10/20
2138,Data Analyst,"Washington, DC",118000,11,9/9/20
2902,Data Analyst,"Washington, DC",62500,8,10/6/17
3312,Software Development Engineer,"New York, NY",66000,8,5/15/19
1472,Data Analyst (MPI),"Chicago, IL",57500,6,5/22/20
3266,Data Analyst (MPI),"Chicago, IL",57500,6,7/4/20
3319,Software Development Engineer,"San Diego, CA",69000,4,6/23/20
1687,Senior Data Analyst,"Portsmouth, VA",56000,9,6/1/20
1249,Cloud Engineer,"Westlake, TX",72500,8,8/6/18
1247,Cloud Engineer,"Westlake, TX",72500,10,4/17/18
2751,Data Analyst - All Locations Non-California - Campus Recruiting,United States,61000,6,3/25/19
2750,Data Analyst - California Only - Campus Recruiting,United States,61000,7,9/9/19
1644,Data Analyst - Intex Developer,"New York, NY",87000,4,3/20/17
2464,"Data Analyst - data modeling software (SPSS, Alteryx) - W2 work only","Atlanta, GA",88500,11,11/24/18
2628,Data Analyst,"Saint Louis, MO",49500,11,2/28/19
811,"IT Specialist, CG-2210-15","Washington, DC",200437,6,2/27/20
1017,Supervisory Program Manager,"Washington, DC",158314,3,11/12/18
990,"IT Specialist, CG-2210-15","Washington, DC",200437,7,6/8/18
834,Supervisory Program Manager,"Washington, DC",158314,7,11/28/17
1970,Data Analyst,"Oakland, CA",92500,9,7/28/20
195,Lead DevOps Cloud Engineer - 100% remote (JO-2106-121916),"Washington, DC 20001 (Shaw area)•Remote",150000,10,12/24/18
214,Lead DevOps Cloud Engineer - 100% remote (JO-2106-121916),"Washington, DC 20001 (Shaw area)•Remote",150000,4,5/7/18
647,Software Automation Engineer I,"Gaithersburg, MD 20877",125730.5,3,3/22/20
660,Software Automation Engineer I,"Gaithersburg, MD 20877",125730.5,4,2/19/20
224,100% REMOTE Lead UX Web Designer (Adobe XD Figma SiteCore),"Washington, DC•Remote",150800,11,10/1/18
221,100% REMOTE Lead UX Web Designer (Adobe XD Figma SiteCore),"Washington, DC•Remote",150800,6,12/9/17
2940,Data Analyst,"Boston, MA",73500,8,3/13/19
123,Information Technology Specialist,"Washington, DC",75658,7,12/10/19
92,Information Technology Specialist,"Washington, DC",75658,7,12/22/17
662,IT SPECIALIST (INFOSEC),"Alexandria, VA",119244,3,11/29/18
673,IT SPECIALIST (INFOSEC),"Alexandria, VA",119244,5,7/15/18
3095,Data Analyst,"Santa Monica, CA",49000,5,8/30/20
1278,Data Analyst,"Santa Monica, CA",49000,8,7/26/20
1517,Senior Analyst - CQIC,"Irving, TX",80500,11,5/6/17
345,Cloud Security Engineer,"Columbia, MD 21045•Temporarily Remote",120000,5,7/18/18
349,Cloud Security Engineer,"Columbia, MD 21045•Temporarily Remote",120000,7,6/29/20
2615,Data Analyst - Part Time,"Fort Wright, KY",81500,7,4/14/20
2475,Data Analyst - MicroStrategy and SQL - W2 work only,"Overland Park, KS",65500,9,7/28/19
375,Senior Network Engineer,"Washington, DC 20005 (Downtown area)+1 location•Remote",137500.5,10,9/7/19
384,Senior Network Engineer,"Washington, DC 20005 (Downtown area)•Remote",137500.5,4,9/9/19
2164,Data Analyst,"Washington, DC",93000,8,4/6/19
2476,Data Analyst,"Grain Valley, MO",65500,8,7/14/20
2473,Data Analyst,"Grain Valley, MO",65500,8,1/11/20
2988,Data Analyst,"Grain Valley, MO",50000,3,10/12/17
2312,Data Analyst,"Bloomfield Hills, MI",63500,7,11/17/20
1692,Data Analyst (Navy) - Mid Level,"Portsmouth, VA",80500,9,11/2/20
2187,Data Analyst - Evening,"Washington, DC",68500,8,4/12/18
2918,Data Analyst - Evening,"Arlington, VA",68500,4,10/10/18
1558,Senior Analyst,"Mooresville, NC",74000,5,7/14/17
1027,Human Resources Specialist,"Rockville, MD•Temporarily Remote",110998,3,8/21/17
833,Foreign Service Office Management Specialist,"Washington, DC 20520 (Foggy Bottom area)",66395,3,12/3/20
840,International Trade Specialist,"Washington, DC",119244,10,4/3/20
855,Human Resources Specialist,"Rockville, MD•Temporarily Remote",110998,4,8/15/19
864,IT Specialist (Drupal),"Washington, DC 20001 (Downtown area)",100352.5,8,8/22/19
2844,Data Analyst,"Santa Clara, CA",150000,6,2/21/20
350,Senior Site Reliability Engineer,"Washington, DC•Remote",155000,4,6/29/20
1233,Cloud Services Engineer,"Phoenix, AZ",94000,8,3/13/19
77,Web Developer,"Lanham, MD",85000,3,4/16/18
2814,Data Analyst,"Los Angeles, CA",106500,3,10/8/19
353,Jr. DevOps Engineer - Secret,"Annapolis Junction, MD",77500,8,1/23/20
857,Senior IT Specialist - Subject Matter Expert (SME) Level 2,"Washington, DC 20535 (Downtown area)",75500,6,1/24/17
1038,Senior IT Specialist - Subject Matter Expert (SME) Level 2,"Washington, DC 20535 (Downtown area)",75500,4,11/14/19
2558,Data Analyst,"Eden Prairie, MN",93000,3,2/9/20
3322,Software Development Engineer,"Dallas, TX",149000,8,7/8/19
1241,Cloud Software Engineer,"San Jose, CA",153500,8,4/13/20
2172,Data Analyst,"Washington, DC",93000,9,1/23/19
2381,Data Analyst,"Annapolis, MD",75500,7,1/19/17
96,SQL Developer — Microsoft,"Arlington, VA",145600,8,11/26/19
2385,Data Analyst,"Hunt Valley, MD",64500,4,6/27/19
698,Applications Developer 4 ? HGBU SRE,"Columbia, MD 21046",141500,3,6/9/18
49,Web Developer (508 Compliance Health),"Washington, DC•Temporarily Remote",130000,4,12/8/17
81,Web Developer (508 Compliance Health),"Washington, DC•Temporarily Remote",130000,10,11/4/17
46,Web Developer (508 Compliance Health),"Washington, DC•Temporarily Remote",130000,11,5/2/20
1602,Data Analyst,"Brooklyn, NY",69000,5,5/17/19
1248,Cloud Engineer,"Westlake, TX",72500,8,11/27/18
851,Information Technology Specialist (Datamgt) (Open to both U....,"Washington, DC",119244,5,3/28/19
818,"Cyber Security Education, Training and Awareness Specialist","Washington, DC 20003 (Navy Yard area)",145000,3,4/18/17
922,Financial Analyst,"Washington, DC",140908,7,12/22/17
1030,Information Technology Specialist (Datamgt) (Open to both U....,"Washington, DC",119244,5,11/8/17
2212,Senior Data Analyst,"Herndon, VA",84500,10,9/18/17
2864,Data Analyst - 100% remote with Security Clearance,"Austin, TX",49500,4,4/24/17
2598,Data Analyst,"San Dimas, CA",53500,11,6/30/18
1922,Data Analyst,"Oakland, CA",80500,11,3/15/18
182,Data Engineer,"Sterling, VA 20166",120000,10,3/2/19
268,Front-End / node.js Developer (Remote Office),United States•Remote,100000,3,8/5/20
269,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,3,8/27/17
222,.NET Software Engineer,"Columbia, MD",144560,10,1/10/19
184,.NET Software Engineer,"Columbia, MD",144560,11,2/16/17
267,Business Analyst,"Reston, VA",91250,10,3/20/17
264,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,11,12/16/17
262,Business Analyst,"Reston, VA",91250,7,8/26/19
258,Full Stack Developer II,"Washington, DC",105054,4,12/15/17
241,Full Stack Developer,"Washington, DC 20036 (Downtown area)",104000,4,5/29/20
235,Full Stack Developer,"Washington, DC 20036 (Downtown area)",104000,11,5/8/20
199,.NET Software Engineer,"Columbia, MD",144560,6,6/10/18
263,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,7,8/25/18
286,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,3,10/24/17
289,Front-End / node.js Developer (Remote Office),United States•Remote,100000,4,2/28/18
287,Front-End / node.js Developer (Remote Office),United States•Remote,100000,3,9/18/20
288,Business Analyst,"Reston, VA",91250,9,11/25/17
272,Front-End / node.js Developer (Remote Office),United States•Remote,100000,5,1/12/18
298,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,3,5/14/19
294,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,4,5/25/18
285,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,8,3/3/18
292,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,3,6/24/17
281,Front-End / node.js Developer (Remote Office),United States•Remote,100000,10,8/24/17
295,Business Analyst (Secret Clearance) (Remote),"Washington, DC•Remote",100000,8,1/4/18
296,Business Analyst,"Reston, VA",91250,7,10/24/19
274,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,9,6/6/18
291,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,5,8/12/17
277,Front-End / node.js Developer (Remote Office),United States•Remote,100000,7,1/11/20
293,Business Analyst (Secret Clearance) (Remote),"Washington, DC•Remote",100000,8,6/14/20
279,Business Analyst,"Reston, VA",91250,9,10/10/20
270,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,11,5/21/18
271,Cleared Software Engineer (UI/UX Front End w/ Angular),"McLean, VA 22102",175000,9,1/26/17
284,Business Analyst (Secret Clearance) (Remote),"Washington, DC•Remote",100000,3,11/6/17
197,.NET Software Engineer,"Columbia, MD",144560,7,9/11/19
2237,"Data Analyst - Senior Consultant - Norfolk, VA","Washington, DC",69000,6,12/12/18
2872,Data Analyst,"San Francisco, CA",80500,3,4/24/18
1383,Data Analyst,"Irving, TX",58000,5,6/27/17
3183,Data Analyst,"Irving, TX",58000,5,6/17/19
2342,Data Analyst - (Work From Home) - ID,"Las Vegas, NV",57000,8,1/1/19
2207,Senior Data Analyst,"Washington, DC",84500,4,1/25/17
1849,Data Analyst,"San Jose, CA",150000,10,3/1/17
1688,Senior Data Analyst,"Norfolk, VA",80500,6,11/13/17
2834,Data Analyst,"San Antonio, TX",40000,3,5/8/20
1349,Data Analyst,"San Antonio, TX",59500,7,10/14/18
2034,Data Analyst,"San Antonio, TX",40000,7,6/4/17
3155,Data Analyst,"San Antonio, TX",59500,5,11/8/17
2183,Data Analyst,"Alexandria, VA",68500,6,1/20/19
919,PROGRAM ANALYST,"Washington, DC",140908,9,11/14/19
1806,Senior Data Analyst - Client Experience,"Malvern, PA",88500,5,10/4/17
1507,Senior Data Analyst,"San Diego, CA",72000,7,2/10/18
2883,Data Analyst,"Seattle, WA",115000,5,12/23/17
2090,Data Analyst,"Seattle, WA",107000,7,9/29/18
3271,Data Analyst,"Houston, TX",53000,11,5/18/17
1477,Data Analyst,"Houston, TX",53000,8,7/11/20
2453,SENIOR DATA ANALYST,"Atlanta, GA",39000,8,3/21/18
1953,Data Analyst,"Marin City, CA",126000,4,2/4/20
1627,Data Analyst,"South Plainfield, NJ",85000,8,6/19/17
3067,Data Analyst,"Piscataway, NJ",71500,5,8/3/19
2680,Data Analyst,"Piscataway, NJ",66500,6,1/6/18
2235,Data Analyst - Senior Consultant,"Washington, DC",69000,6,6/19/20
2331,Data Analyst,"Portland, OR",112000,5,4/10/20
2672,Data Analyst,"Orlando, FL",48000,6,11/16/20
168,RPA Developer (UiPath),"Washington, DC•Temporarily Remote",161200,10,10/20/20
78,Front End Web Developer,"Washington, DC•Remote",115000,7,3/30/19
54,Software Engineer - Remote,"Washington, DC 20016 (AU-Tenleytown area)•Remote",80000,5,6/10/18
73,PHP Developer I,"Herndon, VA 20170",85000,11,8/10/19
80,PHP Developer I,"Herndon, VA 20170",85000,3,4/26/19
86,PHP Developer I,"Herndon, VA 20170",85000,11,8/9/19
139,Database Developer Mid-Level,"Washington, DC 20223 (Downtown area)",137500,11,11/8/20
32,Senior Database Developer,"Washington, DC 20223 (Downtown area)",150500,7,3/3/18
11,Front End Web Developer,"Fort Meade, MD",100280,3,6/18/19
60,"Software Developer, REACT","Washington, DC•Temporarily Remote",97500,6,10/12/17
85,Mid-level Developer,United States•Remote,75000,5,2/24/18
110,Full Stack Developer (ReactJS),"Washington, DC 20004 (Downtown area)",105000,11,5/9/20
113,Senior .NET Developer,"Washington, DC+2 locations",135200,10,10/24/18
0,Front End Web Developer,"Fort Meade, MD",100280,10,6/8/18
341,Senior .NET Engineer,"Arlington, VA+1 location",135200,9,6/6/18
203,Software Engineer-US Citizen with Secret clearance or higher,"Sterling, VA•Temporarily Remote",152500,9,2/18/20
343,Senior .NET Engineer,"Arlington, VA+1 location",135200,7,4/16/18
201,Software Engineering,"Herndon, VA",145600,9,3/22/17
196,Software Engineering,"Herndon, VA",145600,11,8/21/17
405,Sr. FPGA Engineer,"Herndon, VA 20170•Temporarily Remote",155000,11,6/27/20
398,Sr. FPGA Engineer,"Herndon, VA 20170+1 location•Temporarily Remote",155000,4,8/26/20
419,Sr. Software Engineer,"Washington, DC 20202 (Southwest Federal Center area)",137500,5,7/5/18
155,Microsoft PowerApps Developer,"Falls Church, VA 22043",182000,5,1/12/20
200,Sr. Cloud Software Engineer (C++/Java/C#),"Alexandria, VA",129000,4,9/6/19
37,Software Developer,"Rockville, MD 20850 (Town Center area)",100000,7,9/11/20
212,Sr. Cloud Software Engineer (C++/Java/C#),"Alexandria, VA",129000,9,9/24/20
209,Sr. Cloud Software Engineer (C++/Java/C#),"Alexandria, VA",129000,4,7/12/19
149,Senior Microsoft Dynamics Software Developer,"Reston, VA",130000,8,1/5/18
179,Sr. Software Engineer/Architect,"Millersville, MD",115000,11,8/28/19
14,Senior Software Engineer,"Washington, DC 20005 (Downtown area)•Temporarily Remote",135000,7,4/15/19
164,Software Developer,"Silver Spring, MD 20910",70000,10,9/8/19
30,Systems Administrator,"Rockville, MD 20850 (Town Center area)",100000,5,8/28/17
799,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,11,11/26/17
801,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,6,3/10/17
804,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,10,1/6/19
791,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,11,12/22/19
18,Physics / Math Graduate - Entry Level Software Developer,"Vienna, VA 22182•Temporarily Remote",75000,4,7/31/19
129,Senior Software Developer,"Washington, DC+1 location•Temporarily Remote",125000,4,4/8/20
9,SharePoint Developer,"Washington, DC 20560 (South West area)",102500,7,7/9/18
55,Physics / Math Graduate - Entry Level Software Developer,"Vienna, VA 22182•Temporarily Remote",75000,10,10/31/17
219,"Java Developer - Spring Boot, AWS","Reston, VA•Temporarily Remote",125000,3,4/14/18
490,Senior Project Manager,"Washington, DC",122720,8,9/1/18
204,"Java Developer - Spring Boot, AWS","Reston, VA•Temporarily Remote",125000,6,6/18/17
173,Physics / Math Graduate - Entry Level Software Developer,"Vienna, VA 22182•Temporarily Remote",75000,8,3/4/19
474,Senior Project Manager,"Washington, DC",122720,11,6/24/19
29,Web Developer & Multimedia Designer,"Washington, DC",119244,11,7/25/17
1586,Data Analyst,"New York, NY",69500,8,1/14/20
111,Entry-Level DevOps Engineer,"Washington, DC",67600,4,11/4/19
638,Entry-Level DevOps Engineer,"Washington, DC",67600,9,2/23/20
189,Java Developer - Top Secret Clearance,"Arlington, VA 22201",140000,8,1/1/17
89,Android Developer,"Tysons, VA 22102•Temporarily Remote",135200,4,11/1/19
16,Jr. Software Engineer,"Washington, DC 20005 (Downtown area)•Temporarily Remote",72500,9,8/15/17
782,Software Engineer III,"Silver Spring, MD",127843,5,10/26/19
94,React Native Developer,"Washington, DC",109200,6,11/11/18
675,Software Engineer,"Fort Belvoir, VA",137500,7,2/13/17
723,Senior Software Engineer (SQL/.NET),"Bowie, MD 20716•Remote",120000,3,8/26/20
709,Senior Software Engineer (SQL/.NET),"Bowie, MD 20716•Remote",120000,11,11/1/20
764,Senior Software Engineer (SQL/.NET),"Bowie, MD 20716•Remote",120000,5,10/15/19
174,Senior Software Test Engineer,"Reston, VA 20170+1 location•Remote",82500,7,11/28/19
133,Test Engineer,"Arlington, VA•Temporarily Remote",79040,3,4/16/19
190,Senior Cloud Engineer,"Washington, DC 20001 (Shaw area)•Remote",225000,9,3/11/20
208,Senior Cloud Engineer,"Washington, DC 20001 (Shaw area)•Remote",225000,10,4/2/20
2306,Data Analyst,"Allen Park, MI",63500,10,10/21/17
151,OO Software Developer,"Fort Meade, MD",210000,9,3/28/20
218,PEGA Application Developer Sr. (Remote),United States•Remote,101700,6,12/16/17
10,Enterprise Software Developer I,"Washington, DC 20002 (Truxton Circle area)•Remote",114400,4,4/25/20
177,Software Engineer (Mobile Games),United States•Remote,70000,3,1/30/19
112,Full Stack Developer,"Washington, DC",97500,8,5/18/19
1255,Cloud Data Engineer,"Westerville, OH",83500,8,6/15/19
131,Senior Software Engineer,"Washington, DC",142500,8,3/27/20
36,Software Developer,"Rockville, MD 20852•Remote",100000,7,7/4/17
1081,Senior Statistical Programming Analyst,"Washington, DC",145000,4,2/9/18
1078,Senior Statistical Programming Analyst,"Washington, DC",145000,3,2/29/20
215,Senior Pega Developer (Pega Marketing Framework),"Vienna, VA 22180•Temporarily Remote",102150,3,11/17/20
82,Cybersecurity Systems Administrator,"Washington, DC 20223 (Downtown area)",150000,10,11/20/17
87,IT Specialist (APPSW),"Washington, DC•Remote",110998,4,9/27/17
50,Cybersecurity Systems Administrator,"Washington, DC 20223 (Downtown area)",150000,9,7/17/19
47,Cybersecurity Systems Administrator,"Washington, DC 20223 (Downtown area)",150000,6,10/18/20
58,Software Developer Tester,"Bethesda, MD 20814",150000,3,12/23/17
43,Software Developer Tester,"Bethesda, MD 20814",150000,9,7/2/19
322,Entry-Level DevOps Engineer,"Washington, DC",67600,4,7/17/19
326,Senior Front End Engineer,"Washington, DC 20005 (Downtown area)•Temporarily Remote",122500,9,3/6/17
385,Cloud Architect,"Arlington, VA•Temporarily Remote",152500,4,10/29/19
376,Cloud Architect,"Arlington, VA•Temporarily Remote",152500,7,7/14/18
142,Software Developer,"Vienna, VA 22182•Temporarily Remote",105000,11,5/31/19
140,SharePoint Developer,"Reston, VA 20170+2 locations",82500,4,8/29/18
147,Sr. Java Developer,"Fort Meade, MD",215000,9,11/13/20
88,IT Specialist (CUSTSPT),"Washington, DC•Temporarily Remote",115274.5,10,10/6/20
93,Research Analyst,"College Park, MD 20742",65700,7,12/25/20
141,JavaScript Developer,"Annapolis Junction, MD 20701",149500,9,6/22/18
95,Java Developer,"Washington, DC•Temporarily Remote",126880,9,2/10/19
102,Python Developer,"Tysons Corner, VA+1 location",127500,8,4/24/20
205,Frontend Staff Software Engineer - Jobseeker Profile,"Washington, DC 20006 (Downtown area)•Remote",162000,11,8/7/18
132,Angular Developer,"Rockville, MD 20850 (Town Center area)",100000,8,10/22/17
144,Software Developer,"Vienna, VA 22182•Temporarily Remote",105000,5,5/14/19
124,Research Analyst,"College Park, MD 20742",65700,9,4/4/20
156,Software Developer - .NET,"Lanham, MD 20706",110000,7,3/8/18
153,UI/UX Developer,"Springfield, VA•Remote",175000,5,1/14/19
233,Full Stack Developer (ReactJS),"Washington, DC 20004 (Downtown area)",105000,7,1/6/18
443,Project Manager (Scrum Master),"College Park, MD 20740",108160,5,8/10/19
53,Database Developer,"Washington, DC•Remote",72800,8,2/4/19
44,Software Developer,"Rosslyn, VA",88000,4,8/7/17
21,Front-End Software Developer,"Washington, DC",72309.5,4,6/24/17
783,.NET Developer (Internet/Intranet Architect III),"Fairfax, VA",101696,5,5/15/20
59,Software Developer,"Rosslyn, VA",88000,11,2/23/19
66,Angular Developer,"Washington, DC 20036 (Downtown area)•Remote",101000,9,1/30/17
793,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,10,1/18/20
790,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,3,9/11/18
792,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,3,9/11/20
781,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,5,7/13/19
789,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,3,6/20/17
800,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,7,11/12/17
802,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,4,7/2/19
803,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,5,4/15/19
794,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,11,12/29/19
795,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,8,1/17/19
796,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,3,1/1/17
797,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,5,3/8/18
798,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,10,4/17/20
788,"Principal Software Engineer- 3 Positions Available (Boston,...","Washington, DC•Remote",155000,4,6/26/17
72,ServiceNow Developer,"Washington, DC 20024 (Southwest Federal Center area)",123760,9,8/27/17
79,ServiceNow Developer,"Washington, DC 20024 (Southwest Federal Center area)",123760,6,11/6/18
118,Hardware/Software Design Engineer,"Fort Meade, MD",98945.5,9,1/6/18
787,"Software Engineer III (Java/AWS) @ Reston, VA","Reston, VA",132000,4,9/26/19
786,Software Engineer 3,"Fort Meade, MD",190000,7,3/24/19
103,Full time position for a Python/Django (Full Stack) Develope...,"Bethesda, MD 20892•Temporarily Remote",112532.5,6,8/30/17
2588,Data Analyst,"Cleveland, OH",61000,5,8/20/18
217,Senior Java/Python Software Developer (Remote Office),United States•Remote,110000,10,7/2/17
870,API Development Specialist,"Washington, DC 20002 (Truxton Circle area)•Remote",104000,10,12/28/18
871,API Development Specialist,"Washington, DC 20002 (Truxton Circle area)•Remote",104000,5,5/6/19
1047,API Development Specialist,"Washington, DC 20002 (Truxton Circle area)•Remote",104000,5,5/5/20
1235,Cloud Storage Engineer - CTERA,"San Antonio, TX",105000,5,6/15/20
633,Senior Software Test Engineer,"Reston, VA 20170+1 location•Remote",82500,5,7/16/20
180,Senior DevOps Engineer,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)•Temporarily Remote",170000,6,1/19/18
879,Principal Engineer DevSecOps,"Arlington, VA",159998.5,9,3/27/19
