,title,company,salary,summary,location,Experience
10293,Sr. Technical Systems Engineer,Novel Applications of Vital Information,,"Advise ISE FSL government partners and stakeholders on the development or implementation of information sharing systems.
Take meeting notes as required.","Bethesda, MD 20814",5
10294,CSIRC Tier 4 Forensics Specialist,WITCOM,,Lead / conduct forensic data investigations for enterprise computer security incidents including but not limited to internal and external intellectual property…,"Washington, DC",2
10295,Toponymist/Linguist/Geonames Specialist,Geographic Services,,"Active Top Secret/SCI security clearance required.
Applicants selected will be subject to a government security investigation and may need to meet eligibility…","McLean, VA 22102",5
10296,Electronics Engineer,US Federal Aviation Administration,"$108,896 - $168,820 a year","Background checks and security clearance.
Assignments may include: system design and integration; extensive research; and leading small project/program…","Washington, DC",3
10297,Oncology Patient Specialist 1,Inova Health System,,"Completes and documents in appropriate computer system.
Proficiency in computer applications, data security and data analysis.
High School Diploma or GED.","Falls Church, VA 22031",3
10298,Senior IT Project Manager,WESTAT,,"Demonstrated experience with case management systems, advanced survey software and computer assisted survey administration with various platforms and…","Rockville, MD",4
10299,Security Administrative Specialist - TS/SCI w/ poly,General Dynamics Information Technology,,"Demonstrated experience in access control, security personnel and physical security functional areas, to include but not limited to access control software and…","Chantilly, VA 20151",5
10300,Sr Consultant TS/SCI CTJ,Microsoft,,"Experience in identifying IT systems security risks.
This position requires verification of US Citizenship to meet federal government security requirements.","Washington, DC",7
10301,Senior Software Engineer,KBR,,"Design & develop system software for our customers.
Security Requirements: Must meet eligibility requirements for a DoD security clearance.","College Park, MD",1
10302,Sr. Administrative Support Specialist,Unwin Company,,"Experience in correspondence management, utilizing electronic management systems.
Additional duties could include travel preparation for the director and staff…","Germantown, MD 20874•Temporarily Remote",7
10303,Senior Acquisition Specialist,The Aerospace Corporation,,"12 years of collective experience in project management, acquisition , systems engineering , or systems development.
Desire and ability to mentor junior staff.","Chantilly, VA",7
10304,Branch Specialist Floater I/II/III,Tower Federal Credit Union,,"Ability to serve as branch resource for more complex computer and system related issues.
The Specialist must be aware and follow security procedures for all…","Laurel, MD 20707",7
10305,"Software Development Engineer, AWS Security Assurance Engine...","Amazon Dev Center U.S., Inc.",,"As a Software Engineer on our team, you will build and own internal services that identify and monitor security/compliance-relevant attributes of key…","Arlington, VA+1 location",6
10306,Sr Technical Surveillance Countermeasures TSCM SME,Olgoonik,,"Experience should also include counterintelligence, operational security, physical security, technical security and electronics systems installation.","Washington, DC",5
10307,Infoblox Systems Engineer - IP Address Management - TS/SCI C...,Blackspoke,"$135,000 - $155,000 a year","Ensure that system improvements and changes are implemented and monitor effects of modifications.
Working with the Government lead and other service areas’…","Sterling, VA 20164",5
10308,Network Administrator II (Shift-1B),CACI,,"Assists more senior level technicians, specialists, and managers in their activities.
Integrate new technologies into new and existing systems including the…","Springfield, VA 22150+1 location",3
10309,AutoCAD Operator,Chenega Corporation,,"This teammate will work closely with our professional engineering staff, project managers, staff subject matter experts, and senior company leadership to solve…","Chantilly, VA 20151•Remote",2
10310,IT SPECIALIST (ENTARCH/NETWORK),U.S. Marine Corps,"$144,128 - $183,300 a year","Background checks and security clearance.
You will be required to obtain and maintain an interim and/or final security clearance prior to entrance on duty.","Arlington, VA•Remote",6
10311,IT Security Specialist Sr IV,CyberLinx Solutions LLC,,"? Maintaining computer security policies and procedures to ensure the safety of information systems assets.
The specific position is a client interfacing ISSE…","Annapolis Junction, MD 20701",1
10312,Senior Level IT Specialist / Systems Administrator TS/SCI Ft...,General Dynamics Information Technology,,"The System Administrator (SysAdmin) candidate will be responsible for the upkeep, configuration, and reliable operation of computer systems; especially multi…","Fort Meade, MD 20755",1
10313,Systems Integration and Testing Engineer Technical Specialis...,Apogee Integration LLC,,"Experience with VV&T from an acquisition, operations or systems engineering perspective.
Expertise in mission technical capabilities and system performance…","Chantilly, VA 20151",7
10314,Senior Systems Architect,"Silotech Group, Inc",,"Recommend and implement system enhancements that improved the performance, security, and reliability of the system.
Masters Degree and 9 years of experience OR.","Fort Meade, MD",4
10315,Bilingual Project Legal Assistant,Arnold & Porter,,"The Bilingual Project Legal Assistant provides support under direct supervision of attorneys, specialists and senior legal assistants on various client and firm…","Washington, DC",3
10316,"Network Administrator, Level 5",WOOD Consulting Services,,"Seeking a Senior Network Administrator to support the design, development, and deployment of a new DevOps infrastructure and advanced cybersecurity capabilities…","Arlington, VA",6
10317,Big Data Reporting and Analytics Lead - Telecommute,UnitedHealth Group,,"Coordinate with audit manager, audit specialists, systems analysts and research teams to analyze underlying healthcare and claims-related data from various…","Columbia, MD 21045•Temporarily Remote",5
10318,"Cyber Research Scientist, Lead",Booz Allen Hamilton,,"PhD degree in computer science.
Experience with providing support to senior-level government officials, including SES.","Lorton, VA",5
10319,Sr. Records & Information Management (RIM) (P/T) - Level VI,Novel Applications of Vital Information,,"Identify products and systems to be inspected.
Capture and transfer of scanned images from the integrated Library system.","Springfield, VA",7
10320,Power Systems Electrical Engineer - Federal - Navy Yard,B&V Special Projects Corp.,,Provide in-depth technical expertise/understanding of electric transmission and distribution systems and all supporting infrastructure required to reliably…,"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",7
10321,Sr. Administrative Support Specialist,Unwin Company,,"Experience in correspondence management, utilizing electronic management systems.
Additional duties could include travel preparation for the director and staff…","Germantown, MD 20874•Temporarily Remote",6
10322,Senior Acquisition Specialist,The Aerospace Corporation,,"12 years of collective experience in project management, acquisition , systems engineering , or systems development.
Desire and ability to mentor junior staff.","Chantilly, VA",4
10323,Branch Specialist Floater I/II/III,Tower Federal Credit Union,,"Ability to serve as branch resource for more complex computer and system related issues.
The Specialist must be aware and follow security procedures for all…","Laurel, MD 20707",7
10324,"Software Development Engineer, AWS Security Assurance Engine...","Amazon Dev Center U.S., Inc.",,"As a Software Engineer on our team, you will build and own internal services that identify and monitor security/compliance-relevant attributes of key…","Arlington, VA",3
10325,Senior Information Assurance/Security Specialist,KEMTechnology,,"Provides integration and implementation of the computer system security solution.
Analyzes and defines security requirements for computer systems which may…","Sterling, VA 20166",4
10326,Sr Technical Surveillance Countermeasures TSCM SME,Olgoonik,,"Experience should also include counterintelligence, operational security, physical security, technical security and electronics systems installation.","Washington, DC",3
10327,Infoblox Systems Engineer - IP Address Management - TS/SCI C...,Blackspoke,"$135,000 - $155,000 a year","Ensure that system improvements and changes are implemented and monitor effects of modifications.
Working with the Government lead and other service areas’…","Sterling, VA 20164",2
10328,Network Administrator II (Shift-1B),CACI,,"Assists more senior level technicians, specialists, and managers in their activities.
Integrate new technologies into new and existing systems including the…","Springfield, VA 22150",2
10329,AutoCAD Operator,Chenega Corporation,,"This teammate will work closely with our professional engineering staff, project managers, staff subject matter experts, and senior company leadership to solve…","Chantilly, VA 20151•Remote",6
10330,IT SPECIALIST (ENTARCH/NETWORK),U.S. Marine Corps,"$144,128 - $183,300 a year","Background checks and security clearance.
You will be required to obtain and maintain an interim and/or final security clearance prior to entrance on duty.","Arlington, VA•Remote",4
10331,Cyber Security Engineering Specialist IV,CACI,,"Experience with plans, designs, and evaluations of security systems and architectures.
(security + minimum to start).
Employee Type: Part-Time On-Call.","Springfield, VA 22150",6
10332,Federal Teams Voice Technical Specialist - CTJ,Microsoft,,"Validated experience engaging with senior level executives preferred.
Ability to meet Microsoft, customer and/or government security screening requirements are…","Washington, DC",7
10333,Functional Specialist L3 AWS MySQL,Trinity Global Consulting,"$117,000 a year","Manage IT system infrastructure and processes related to these systems.
Minimum 7 years of systems engineering program management and/or senior leadership…","Springfield, VA+1 location",6
10334,Senior TSCM SME,Olgoonik,,"Experience should also include counterintelligence, operational security, physical security, technical security and electronics systems installation.","Washington, DC",4
10335,Security Operations Center Specialists,QOMPLX,,"Knowledge and understanding in computer evidence seizure, computer forensic analysis and data recovery, network forensics and system log analysis.","Tysons, VA 22102",4
10336,Sr. Database Administrator,Koniag Government Services,,"Manage information system projects that include identifying customer IT requirements.
Will have experience supporting Service Desk operations 24/7 for critical…","Washington, DC 20024 (Southwest Waterfront area)",6
10337,Executive Desktop Support Team Specialist (Top Secret Cleara...,KaylaTek,,"Tickets will be retrieved from the Remedy system.
Provide installation and support services for computer hardware, standard and local software applications,…","Arlington, VA",6
10338,Senior Network Engineer - Arlington,Novel Applications of Vital Information,,"Conducting trade studies, to determine possible system (hardware, software, architecture) improvements.
Residency Status: * ALL CANDIDATES MUST BE U.S. CITIZEN.","Arlington, VA+1 location",3
10339,"Security Analyst II - IA Security Specialist, Senior",Integrated Computer Solutions Inc,,Responsible for providing high level technical systems IA and cyber security support and direction relating to security reviews and network analysis to include…,"Washington, DC",6
10340,Senior Systems Analyst,TestPros,,The ideal candidate will develop systems test plans and procedures and evaluates systems effectiveness and efficiency.,"Rockville, MD 20852",2
10341,"Sales Project Manager, Senior Specialist (Government)",AT&T,,"Experience in working with wireline and wireless telecommunications management systems, especially with AT&T’s systems.","Oakton, VA",7
10342,Senior Systems Administrator II - RHEL,Zenetex LLC,,"Contributes to the production and maintenance of documentation for the Server team’s solution system(s), sub-system(s), and component(s) deployed and in use in…","Springfield, VA",7
10343,Peer Recovery Specialist,Psychiatric Institute of Washington,,"Basic computer skills are required.
Must have knowledge of recovery support systems, including but not limited to, inpatient Residential Treatment Programs, IOP…","Washington, DC 20016 (American University Park area)",4
10344,Senior Cybersecurity/RMF Specialist,CACI,,"Assess entire system lifecycle requirements and network security impacts.
They will also be responsible for supporting development of a spectrum of engineering…","Ashburn, VA 20147",7
10345,Shift Manager DSO (Pepco System Operations),Exelon Corporation,,"Monitor overall system conditions and initiate emergency procedures during storms, system disturbances, and security events.","Bethesda, MD 20817",7
10346,Systems Integrator Technical Specialist - Data Integrator,Peraton,,"Review system and program documentation.
The systems integrator will engage with high-priority systems within the Directorate to assist in implementing…","Chantilly, VA",5
10347,Anti-Terrorism Specialist,Vectrus,,"Works closely with assigned staff, senior specialists or task leads.
Comprehensive computer knowledge and understanding of Microsoft Office programs.","Springfield, VA",6
10348,Network and Threat Security Specialist (NTSS) - Senior Level,Clear Ridge Defense,,"Has knowledge of Windows system internals which includes proficiency with Windbg and Memory analysis experience.
TS/SCI clearance with Poly.","Fort Meade, MD 20755",5
10349,Senior Security Specialist II (Derivative Classification),Advantage SCI,,"Is commonly contained within Federal facilities and systems.
Undergraduate degree in security related discipline is preferred:
Job Type : Full-Time/Regular.","Washington, DC",2
10350,Network Systems Engineer,Peraton,,"Demonstrated experiencewith computer and network security principals.
Analyze computer systems and WAN technologies for technical vulnerabilities and risk.","McLean, VA",1
10351,Senior Testing Specialist - (PT Benefited) - Howard Communit...,Howard Community College,"$31,694 a year","Utilizes camera system to ensure academic honesty and test security.
Excellent computer skills required, proficiency with Microsoft Office, especially Access…","Columbia, MD 21044",7
10352,Software Developer/Functional Specialist Advisor,Parsons,,"Works closely with assigned staff, senior specialists or task leads.
Demonstrated experience working closely with and reporting status to assigned staff, senior…","McLean, VA 22102",4
10353,Forensic Mobile Analyst III (Digital Forensics),"Moss Cape, LLC","$100,000 - $150,000 a year","Experience in conducting forensic logical, physical, and manual examinations of various mobile operating systems, file systems, and application databases.","Rosslyn, VA",4
10354,"Embedded Developer, Senior",Precision Solutions,,"Knowledge of low level, systems programming concepts.
We’re looking for someone like you to have a direct impact on the nation’s security.","Annapolis Junction, MD",1
10355,Software/Web Engineer - Level 3 (ACTIVE TS/SCI REQUIRED),"The Sasser Group, Ltd.",,"Guidance: *Requires guidance and direction from more senior-level technicians, specialists, and managers only when dealing with new, uncertain situations.","Alexandria, VA",3
10356,Sr. Systems Administrator II -RHEL- Top Secret Clearance,MKS2 Technologies,,"The Senior Systems Administrator also contributes to the production and maintenance of documentation for the Server team’s solution system(s), sub-system(s),…","Springfield, VA",4
10357,Sr. Defensive Cyber Operations Engineer,Dawson,,"Develops defensive cyber security plans for employing enterprise-wide security architecture.
Ability to implement data network security measures.","Washington, DC 20004 (Downtown area)",5
10358,Staff Simulation Test Specialist,Collins Aerospace,,"Devices range from desktop training all the way up to high fidelity weapon system and full-flight training systems; including visual, motion and simulator…","Sterling, VA 20164",1
10359,Senior User Support Specialist,PAE,,"Minimum interim Secret security clearance.
Two (2) years of experience troubleshooting computer software and computer hardware and/or peripheral related…","Fort Belvoir, VA",4
10360,Senior Software QA Analyst,Cambium Learning Group,,"Learning management systems with social media features.
Provide accurate and timely logging of issues to the bug logging system.","Washington, DC",6
10361,Sr. Help Desk Technician (VA),"Excentium, Inc.",,Resolves general hardware and software problems with customers having little or no background in computers Conducts component level diagnostics Maintains…,"Falls Church, VA",5
10362,Storage Administrator - TS/SCI w. CI Poly,General Dynamics Information Technology,,"Assists more senior level technicians, specialists, and managers in their activities.
Manages the functionality and efficiency of a group of computers running…","Annapolis Junction, MD",4
10363,AWS Infrastructure Specialist,Deloitte,,"Consult with clients on the system design of AWS environments.
Manage cloud implementations, upgrades, migrations, and change requests on client cloud…","Rosslyn, VA 22209 (Radnor-Ft Myer Heights area)+3 locations",3
10364,IT Risk Senior Associate,Grant Thornton,,"Strong computer skills, including proficiency in Microsoft Visio and Office Suite applications.
(BASIS and security administration, process controls, etc.) a…","Arlington, VA",1
10365,Senior Software Engineering Lead,AstraZeneca,,5+ years’ experience as a senior architect in a mid to large sized organization with demonstrated leadership driving an organizational transformation in a…,"Gaithersburg, MD 20878",7
10366,"Librarian (Collection Development, Data Analyst)",US Library of Congress,"$60,129 - $78,167 a year","Background checks and security clearance.
Ability to use integrated library systems and/or collections management systems, and data analysis tools.","Washington, DC",7
10367,Cyber Security Analyst Technical Specialist,Peraton,,"Demonstrated6 years experience in three or more specific areas to include: analysis, network engineering, networking security, penetration testing, red teaming,…","Chantilly, VA",5
10368,Military Satellite Communications (MILSATCOM) Specialist,Jacobs,,"Active TS/SCI security clearance.
This position requires an active TS security clearance.
Use knowledge of satellite communications systems and their…","Arlington, VA 22202 (Aurora Highlands area)",4
10369,Business/Systems Analyst SME,CHOISYS TECHNOLOGY INC,,"Analyze legacy and target system data.
Applicants must have 12 years of experience working as a business/systems analyst and ideally some experience working…","Washington, DC",6
10370,"Platform Systems Cyber Engineer, Senior",Booz Allen Hamilton,,"Experience with US Navy Submarine control systems, NAVSEA platform systems, or industrial control systems.
2+ years of experience with computer network defense.","Washington, DC",5
10371,Sr Program Manager,Bennett Aerospace,,"Former military experience managing deployment, operations and logistics of complex technical systems.
Excellent computer skills, including current and emerging…","Arlington, VA 22202 (Aurora Highlands area)",4
10372,Engineer Scientist IV,Cherokee Nation Businesses,,"Experience with standard Windows computer operating systems and the Google Work Suite is essential.
Coordinate and assist with documenting relevant upgrades,…","Silver Spring, MD",2
10373,Staff Support Specialist,Xator Corporation,,"Demonstrated experience in the use of Microsoft Office and standard computer applications.
The contractor shall provide support to ODNI by serving as a staff…","Bethesda, MD",1
10374,"Program Management Specialist (DOD) - Mid Level Washington,...",Titanium Cobra Solutions,"From $65,000 a year","KEY ROLE*: A successful candidate will have experience cybersecurity terminology, best practices, and general application with enterprise business systems.","Washington, DC•Temporarily Remote",6
10375,Systems Operations Specialist- Expert,CENCORE LLC,,"Managing system infrastructure and any processes related to these systems.
Review security patch management board.
Reviewing application and email reports.","Herndon, VA",6
10376,Cloud Security ISSO,Solutions By Design II,,"Support security and privacy requirements for internal and external system connections.
Change Management: Experience reviewing change requests for potential…","Camp Springs, MD•Temporarily Remote",3
10377,Senior Software Solutions Specialist - DAS Enterprise Risk M...,Deloitte,,Serve as a knowledgeable expert on IT security/firewalls/security audit logs/malware/Unix and Windows system security events.,"Fort Meade, MD",1
10378,Program Manager,TestPros,,"Demonstrated experience and capacity for managing multiple teams of senior level specialists in performing planning, requirements analysis, testing functions,…","Rockville, MD 20852",2
10379,Cyber Security Engineering Specialist II / Network Security...,CACI,,"Experience with plans, designs, and evaluations of security systems and architectures.
(security + minimum to start).
Percentage of Travel Required: Up to 25%.","Springfield, VA 22150",5
10380,Senior Network Engineer,Raytheon Intelligence & Space,,"Conducting trade studies, to determine possible system (hardware, software, architecture) improvements.
Raytheon Technologies is supporting a U.S. Government…","Arlington, VA",7
10381,Cybersecurity Incident Responder - Fusion,Base-2 Solutions,,"Respond to identified network or system cyber incidents.
Can perform tasks of senior level technicians, specialists, and or managers not performed at Level 3…","Reston, VA",4
10382,Senior PeopleSoft Administrator,CHOISYS TECHNOLOGY INC,,"Experience working on complex projects with high visibility to senior leadership.
May work individually or as a key member of a senior leadership team.","Reston, VA",4
10383,Mobile Device Systems Engineer,Base-2 Solutions,,"Develop system architecture and system design documentation.
A senior system engineer could support operations as needed.
High School Diploma + 8 years.","Sterling, VA",1
10384,Data Center Sales Executive ( Federal),Dell Technologies,,"Experience selling into the Federal systems integrator space.
Manage relationships with senior level technical personnel and decision makers.","Falls Church, VA",1
10385,Red Cyber Security Operator,Cherokee Federal,,"Understanding of Information Assurance and computer network defense concepts, practices and tools to design, administer, and evaluate vulnerabilities (physical…","Fort Belvoir, VA",7
10386,Senior Systems Engineer,iN2STEM Solutions Inc,,"Experience in developing system models at the project and facility level.
Develop and maintain systems models in support of the NAVFAC MBSE effort.","Reston, VA 20190",5
10387,Help Desk Specialist,TechSur Solutions,," Escalate tickets that cannot be resolved to senior technicians or subject matter experts.
Maintain and update H/W and S/W inventory in asset tracking system.","Vienna, VA 22182",5
10388,Testing Specialist - Part Time - Howard Community College,Howard Community College,$20 an hour,"Utilizes camera system to ensure academic honesty and test security.
Excellent computer skills required, proficiency with Microsoft Office, especially Access…","Columbia, MD 21044",6
10389,Infrastructure Specialist (Network Engineer) - Senior,"Syntelligent Analytic Solutions, LLC","$110,000 - $120,000 a year","Experience with Dell storage systems.
Full Stack Engineer to include demonstrated experience in system engineering (ESXi, VMware, Windows, Linux, Active…","Bethesda, MD 20816",4
10390,Senior Endpoint Engineer,SiriusXM,,"Meet endpoint support and service delivery objectives, oversee the deployment of security patches, and maintain standardized system configurations.","Washington, DC 20001 (Shaw area)",2
10391,"DevSecOps Engineer/Security Specialist, Veterans Affairs",Peraton,"From $71,573 a year","Experience providing security, system or network administration.
Experience with integration of complex systems.
10 years of IT experience.","Chantilly, VA•Remote",3
10392,"Senior Specialist, Image Science Engineer (TS/SCI)",L3Harris Technologies,,"Active DoD TS or TS/SCI security clearance.
Assess utility of SDA data processing routines and advanced algorithms operating on today’s baseline and emerging…","Chantilly, VA",1
10393,Entry Level Security Engineer,Jacobs,,"Assists senior level technicians, specialists & managers.
Validate and verify system security requirements and analysis.
Must be willing to travel as needed.","Springfield, VA 22151",1
10394,Senior Java Developer,"Dakota Consulting, Inc.",,"Public Trust security clearance required.
Bachelor’s degree in computer science, engineering, or an equivalent.
Strong experience with SDLC processes.","Gaithersburg, MD 20899•Temporarily Remote",5
10395,USPS - Herndon - Alarm Technician,Prosegur,$25.28 an hour,"Possess or able to obtain an interim Sensitive security clearance.
Works with contract field technicians to provide support for the repair, replacement and…","Sterling, VA 20166",5
10396,Sr IT System Administrator (Must have Top Secret/SSBI Cleara...,SAVA,,"Administer and monitor all installed systems and infrastructure, install, configure, test and maintain operating systems, application software and system…","Washington, DC 20001 (Columbia Heights area)",5
10397,Deputy Test Lead,CHOISYS TECHNOLOGY INC,,"Analyze legacy and target system data.
Applicants must have 5 years of experience working as a business/systems analyst and ideally some experience working with…","Washington, DC",4
10398,ITES-3 I3MP - ILS Logistics Analyst/Distribution Operations...,"Technology, Automation, and Management, Inc.",,"Maintains automated file system and.
Models to evaluate system suitability.
Review and evaluate the inherent logistics requirements supportability of assigned…","Fort Belvoir, VA 22060",2
10399,Cyber Identity and Access Management Senior Associate,Grant Thornton,,"Communicate with clients and product vendors as a specialist.
Grant Thornton's Cyber Risk practice addresses these security and control issues.","Washington, DC 20036 (Dupont Circle area)",3
10400,AWS DevOps Specialist,Deloitte,,"Assist in system migrations and system upgrades to create and deploy new cloud environments.
Consult with clients on the system design of AWS environments.","Rosslyn, VA 22209 (Radnor-Ft Myer Heights area)+2 locations",4
10401,Senior Solutions Architect - ISVs (Remote),"Medallia, Inc.",,Ability to develop data architectures - designing data flows that are aligned with customer information systems.,"Tysons Corner, VA•Remote",1
10402,Sr. Infrastructure Architect,BERETTA USA CORP,,"Utilization of PC and midrange computer systems.
Troubleshoot a wide variety of computer performance problems.
*Database Security: * SQL server security tools.","Accokeek, MD 20607",4
10403,ServiceNow Architect,Macro Solutions,,"Skilled in computer programming, computer networks, computer security systems and protocols, particularly for DoD and the IC.","Chantilly, VA•Remote",4
10404,Information Specialist/Knowledge Engineer,Barbaricum,,"Perform installation of computer system including software and related communication systems.
Maintain database of directorate’s computer automation equipment.","Fort Belvoir, VA",1
10405,Network Administrator II,WILLIAM C BROWN INC (WCBinc),,"Assists more senior level technicians, specialists, and managers in their activities.
Integrate new technologies into new and existing systems including the…","Springfield, VA 22150",7
10406,Linux Systems Administrator (RedHat),CHOISYS TECHNOLOGY INC,,"Expected to perform tasks of senior level technicians, specialists, and or managers not performed at level 3 due to the size and/or complexity of the tasks.","Reston, VA",2
10407,Sr. Systems Administrator (AWS & Microsoft),Novel Applications of Vital Information,,"Supporting the development of system security documentation on both new and deployed solutions.
Must have hands-on knowledge of Microsoft OS installations,…","Dulles, VA 20101",7
10408,Senior Research Specialist,U.S. Department of Defense (DOD),,"Submitted documents must have all social security numbers, student identification numbers, and/or dates of birth removed (blanked out, blackened out, made…","Silver Spring, MD",4
10409,Senior Cyber Cloud Forensic Analyst - Host Based,Raytheon Intelligence & Space,,"Understanding of system and application security threats and vulnerabilities.
Understand of how Azure/M365 platform protection is implemented and security…","Arlington, VA",1
10410,Software Development Manager,"Amazon Dev Center U.S., Inc.",,"You will work with senior leaders, principal engineers, and security specialists to define the roadmap for a globally distributed cryptographic security service…","Herndon, VA",3
10411,Information Security Analyst Sr Advisor with Active TS/SCI a...,General Dynamics,,"Maintaining computer security policies and procedures to ensure the safety of information systems assets.
Provides support for facilitating and assisting the…","Fort Meade, MD 20755+2 locations",7
10412,Advanced Mission Planning and Astrodynamics Specialist,The Aerospace Corporation,,"Demonstrated skills in the development and use of computer software tools and coding languages.
Current and active Top-Secret Clearance (TS) with SCI access;…","Chantilly, VA",6
10413,Sr. Project Leader - Space Mission Protection Specialist,The Aerospace Corporation,,"U.S citizenship is required to obtain a security clearance.
Bachelor’s in engineering, computer science, or other relevant technical field.","Chantilly, VA",5
10414,DevOps Engineer,Base-2 Solutions,,"Develop system architecture and system design documentation.
Guide system development and implementation planning through assessment or preparation of system…","Washington, DC",7
10415,Project Manager,TestPros,,"Demonstrated experience and capacity for a team of senior level specialists in performing planning, requirements analysis, testing functions, feasibility…","Rockville, MD 20852",2
10416,Data Analyst,Base-2 Solutions,,"Requires guidance and direction from more senior level technicians, specialists, and managers only when dealing with new, uncertain situations.","Annapolis Junction, MD+1 location",6
10417,Cloud Network Engineer,1901 Group,,"Specific vision abilities required by this job include use of computer monitor screens up to 80% of time.
Working in an Agile process to plan your work into two…","Reston, VA 20190 (Sunset Hills area)",3
10418,Junior Financial Analyst - FinCEN Mission Support,PAE,,"Ability to quickly use new computer systems.
Highly computer literate and have facility in utilizing databases to search for information and record…","Vienna, VA+1 location",4
10419,Data Warehousing / ETL Senior Consultant,Deloitte,,"Must have experience moving data between systems.
Developing inbound and outbound interfaces between the Employee Cloud and the various source systems we are…","Rosslyn, VA 22209 (Radnor-Ft Myer Heights area)+1 location",7
10420,Electro Optical (EO) Systems Engineer,"Apogee Integration, LLC",,"Lead readiness & release planning events in support of system acquisition milestones.
Support integration of new systems and initiatives to enhance GEOINT…","Chantilly, VA 20151+1 location",7
10421,Cyber Systems Engineer - TS/SCI Clearance - ECND085,Joint Enterprise Technologies,,"Recommend system-level solutions to resolve security requirements.
Manage the functionality and efficiency of Cyber systems.
HS/GED + 12 years experience.","Landover, MD 20784+1 location",2
10422,"Sr. Specialist, Systems Engineer - Rochester or Herndon",L3Harris Technologies,,"Provides expertise as a technical specialist for research, evaluation and verification of highly complex electro-optical systems built for space applications.","Herndon, VA",6
10423,"Training Specialist, Senior",WOOD Consulting Services,,"A minimum of (5) years of electrical engineering or computer science experience that demonstrates a working knowledge of basic electronics, SIGINT systems, and…","Annapolis Junction, MD 20701",4
10424,Salesforce Database Administrator,Third Way,,Managing regular internal system audits and preparing for upgrades; ensuring relevant data practices strengthen organizational compliance.,"Washington, DC 20036 (Downtown area)",1
10425,"L2 Production Support Specialist (Unix, Linux, AWS)","CGI Group, Inc.",,"Provides mid-level to senior-level end-user support, which may include: providing systems administration assistance, coordinating stakeholder discussions,…","Reston, VA",7
10426,Security Engineer,OneZero Solutions,,"Encryption algorithms, secure communications, SIEM technologies, and embedded systems security.
Responsible for supporting LAN/WAN security solutions including…","Washington, DC 20024 (Southwest Waterfront area)",2
10427,Sr. Software/Systems Architect,Leidos,"$110,500 - $170,000 a year","Minimum of a Master’s degree in computer science, software engineering, or information systems; 10 years of experience.
Yes, 10% of the time.","Reston, VA 20170•Remote",1
10428,Senior Financial and Budget Planning Analyst,Kforce,,"Assist with the installation of budgetary control systems and use a computer to input, retrieve, and display budget information.
MA or MS degree required.","McLean, VA 22102",7
10429,Hyper-V Sr Consultant Poly - CTJ,Microsoft,,"BS in Computer Science or 4+ years of experience in systems infrastructure.
This position requires verification of US Citizenship to meet federal government…","Reston, VA 20190 (Sunset Hills area)",7
10430,Federal Teams Technical Specialist,Microsoft,,"Validated experience engaging with senior level executives preferred.
Microsoft Federal is committed to ensuring its resources – including appropriately…","Washington, DC",4
10431,"Software Developer - Javascript, NodeJS, Spring","Belay Technologies, Inc",,"All candidates should hold an active DoD security clearance with polygraph.
Extensive experience in planning, accomplishing goals, complicated tasks and…","Annapolis Junction, MD",6
10432,EDW Engineering Lead,CHOISYS TECHNOLOGY INC,,Leading a diverse team of systems administrators and systems engineers who are responsible for the sustainment of an Enterprise Data Warehouse (EDW).,"Reston, VA",4
10433,Network Threat Support Specialist - NTSS,"Assured Information Security, Inc. (AIS)",,"Capturing file system and memory changes of an operating (victim) host.
The NTSS will serve as a member of a computer network operations (CNO) intelligence team…","Fort Meade, MD 20755",7
10434,"Platform Systems Cyber Engineer, Mid",Booz Allen Hamilton,,"Experience with US Navy Submarine control systems, NAVSEA platform systems, or industrial control systems.
You’ll advise senior government officials to ensure…","Washington, DC",6
10435,Principal Network Architect,VeriSign,,"The candidate should have experience interacting with senior management on complex technical issues.
The Principal Network Architect will play a vital role in…","Reston, VA 20190 (Sunset Hills area)",2
10436,Senior Wireless Network Engineer,Crystal Management,,"Performs daily system monitoring; verifies the integrity and availability of networking hardware, services, systems, and key processes; reviews system and…","Arlington, VA",7
10437,"Embedded Developer, Senior",Booz Allen Hamilton,,"Experience with integrating software systems.
Applicants selected will be subject to a security investigation and may need to meet eligibility.","Annapolis Junction, MD 20701",4
10438,Sr. Systems Administrator (AWS & Microsoft),Novel Applications of Vital Information,,"Supporting the development of system security documentation on both new and deployed solutions.
Must have hands-on knowledge of Microsoft OS installations,…","Dulles, VA 20101",2
10439,Senior Research Specialist,U.S. Department of Defense (DOD),,"Submitted documents must have all social security numbers, student identification numbers, and/or dates of birth removed (blanked out, blackened out, made…","Silver Spring, MD",2
10440,Senior Cyber Cloud Forensic Analyst - Host Based,Raytheon Intelligence & Space,,"Understanding of system and application security threats and vulnerabilities.
Understand of how Azure/M365 platform protection is implemented and security…","Arlington, VA",3
10441,Software Development Manager,"Amazon Dev Center U.S., Inc.",,"You will work with senior leaders, principal engineers, and security specialists to define the roadmap for a globally distributed cryptographic security service…","Herndon, VA",2
10442,Senior Analyst/Specialist (Engineering),"ENSCO, Inc.",,"ASE’s primary focus is aerospace engineering, cyber security and meteorological systems.
Mature judgement required to interface with external stakeholders and…","Washington, DC",4
